train_loss,train_acc,val_loss,val_acc
0.09000851053624193,97.47738666808138,0.00038398953484501414,99.9787798408488
0.007711094335429141,99.77452982837741,8.044921593709674e-05,99.9893899204244
0.009255836768770903,99.74535133557919,0.0018911633401645803,99.94694960212202
0.009255698174301066,99.75330910634234,8.045086540123409e-05,100.0
0.0031573997496060044,99.89920157033343,9.01280905987456e-05,99.9893899204244
0.003192049356986662,99.90715934109659,5.619738187540249e-05,100.0
0.0022602672758523243,99.93899042414918,5.796308904232478e-05,100.0
0.0033252319148632517,99.92572747287727,0.0009500884690244985,99.9787798408488
0.003313966449169291,99.90715934109659,0.00032296066386466497,99.9893899204244
0.002283416124705266,99.94429560465795,0.0013564587232734145,99.9787798408488
0.0014901645969601512,99.93103265338603,0.0006944960983741761,99.96816976127322
0.0024979226645557495,99.94429560465795,0.0001313997707188106,99.9893899204244
0.0012114134210900215,99.96551632669302,0.00022122073614807438,99.9893899204244
0.0014712578108337642,99.96551632669302,2.401975660921647e-06,100.0
0.0010888062677144915,99.96021114618425,2.307778754678427e-05,100.0
0.002120736134762925,99.96021114618425,0.0010920250201939144,99.9893899204244
0.001693609470595748,99.96551632669302,1.0549513323857232e-05,100.0
0.0008934269999892128,99.97347409745616,0.00027379216813136335,99.9893899204244
0.001117690714605555,99.96021114618425,0.00010584399516973901,99.9893899204244
0.0011566229178118813,99.96286373643863,0.0005473295980625323,99.9787798408488
0.0007020431547232587,99.9840844584737,4.591182710787301e-05,100.0
0.000268869217963786,99.99469481949123,5.618460240356363e-07,100.0
0.0007438657243924697,99.98673704872809,0.000426683038331998,99.9787798408488
0.0011084144388469766,99.97877927796493,5.000968265626586e-08,100.0
0.0010470219201675728,99.98143186821932,0.00412126355228993,99.93633952254642
0.001676212556148647,99.97347409745616,4.946615672989734e-07,100.0
0.0002643456557277763,99.99469481949123,7.751147053857365e-08,100.0
0.00031470270181150386,99.9840844584737,0.0004031969992332988,99.9787798408488
0.00031557042144082765,99.98938963898247,0.00039953248706139547,99.9787798408488
0.00108698512803067,99.9840844584737,1.8878156020400754e-10,100.0
