train_loss,train_acc,val_loss,val_acc
0.08007725190382117,97.63853578884273,0.008960129605691657,99.73957256831054
0.018828138364797825,99.42022694859553,0.011967125225235352,99.67343226819892
0.016441422849476705,99.49050246997788,0.006966356870727317,99.85945186226283
0.013214082428541557,99.59901614270065,0.005995283184494209,99.830515480964
0.01034146837468277,99.66619127343378,0.005508611284599279,99.88838824356165
0.00988147803820832,99.69926210702549,0.005569882161755653,99.88838824356165
0.010790330430683536,99.69616171637627,0.006058568597808071,99.86771939977677
0.009165917759898199,99.72199830511978,0.006839296104667614,99.91319085610351
0.006466956367159927,99.7685041648581,0.006767990687628053,99.91732462486048
0.007817137553017254,99.77057109195759,0.004755653620325843,99.91319085610351
0.005793184419271783,99.78090572745499,0.006046723975261197,99.90492331858955
0.0058206591747803965,99.78503958165396,0.006359372689979369,99.91732462486048
0.006581967191096288,99.7860730452037,0.0059489243495010925,99.90078954983258
0.0048117128227122465,99.8294785142928,0.008658757423788582,99.8635856310198
0.0054896999644436905,99.81501002459643,0.007876694046215578,99.90078954983258
0.0055530474972386445,99.81087617039746,0.008721040067114789,99.90078954983258
0.005164512751217596,99.82017734234513,0.005799670312119131,99.90492331858955
0.004878631604771728,99.84291354043943,0.0051207054416444195,99.90905708734654
0.004728249806735706,99.83361236849176,0.006700685769989048,99.92559216237444
0.004103473374297198,99.87081705628242,0.007341387502060101,99.90905708734654
0.004087525093944572,99.85944895723527,0.014348016277195267,99.90078954983258
0.00535637391626078,99.82637812364358,0.007428847533407428,99.92972593113141
0.003876585141121184,99.85944895723527,0.009859151257991795,99.93385969988839
0.004695569915197719,99.84084661333995,0.007751495122911179,99.92145839361746
0.005046655715954914,99.83257890494203,0.006821124890690975,99.92145839361746
0.004824085205349969,99.83774622269073,0.012308824488052246,99.92559216237444
0.004746217645106676,99.8418800768897,0.012353131074656461,99.90492331858955
0.004250818127961228,99.85531510303632,0.008433085514222212,99.92145839361746
0.004343333112292585,99.84601393108865,0.010861286446899932,99.92972593113141
0.0042153302229686555,99.87288398338191,0.010123139057711186,99.91732462486048
